week_end,ALBFR.PA,ALBFR.PA_price_date,BL,BL_price_date,BILL,BILL_price_date,NCNO,NCNO_price_date,WK,WK_price_date,^FCHI,^FCHI_price_date,^GSPC,^GSPC_price_date,^IXIC,^IXIC_price_date,^STOXX,^STOXX_price_date
2026-02-20,119.5,2026-02-20,36.150001525878906,2026-02-20,46.20000076293945,2026-02-20,15.619999885559082,2026-02-20,61.43000030517578,2026-02-20,8515.490234375,2026-02-20,6909.509765625,2026-02-20,22886.0703125,2026-02-20,630.5599975585938,2026-02-20
2026-02-27,115,2026-02-27,35.25,2026-02-27,44.5099983215332,2026-02-27,16.139999389648438,2026-02-27,61.58000183105469,2026-02-27,8580.75,2026-02-27,6878.8798828125,2026-02-27,22668.2109375,2026-02-27,633.8499755859375,2026-02-27
2026-03-06,131,2026-03-06,37.369998931884766,2026-03-06,45.060001373291016,2026-03-06,16.81999969482422,2026-03-06,64.9000015258789,2026-03-06,7993.490234375,2026-03-06,6740.02001953125,2026-03-06,22387.6796875,2026-03-06,598.6900024414062,2026-03-06
2026-03-13,141,2026-03-13,36.880001068115234,2026-03-13,39.790000915527344,2026-03-13,15.069999694824219,2026-03-13,61.59000015258789,2026-03-13,7911.52978515625,2026-03-13,6632.18994140625,2026-03-13,22105.359375,2026-03-13,595.8499755859375,2026-03-13
2026-03-20,140.5,2026-03-20,39.11000061035156,2026-03-20,39.849998474121094,2026-03-20,15.199999809265137,2026-03-20,60.7400016784668,2026-03-20,7665.6201171875,2026-03-20,6506.47998046875,2026-03-20,21647.609375,2026-03-20,573.280029296875,2026-03-20
2026-03-27,133,2026-03-27,36.04999923706055,2026-03-27,37,2026-03-27,14.010000228881836,2026-03-27,57.83000183105469,2026-03-27,7701.9501953125,2026-03-27,6368.85009765625,2026-03-27,20948.359375,2026-03-27,575.2999877929688,2026-03-27
2026-04-03,151,2026-04-02,36.290000915527344,2026-04-02,38.630001068115234,2026-04-02,17.100000381469727,2026-04-02,60,2026-04-02,7962.39013671875,2026-04-02,6582.68994140625,2026-04-02,21879.1796875,2026-04-02,596.6300048828125,2026-04-02
2026-04-10,161,2026-04-10,30.290000915527344,2026-04-10,34.709999084472656,2026-04-10,17.450000762939453,2026-04-10,52.36000061035156,2026-04-10,8259.599609375,2026-04-10,6816.89013671875,2026-04-10,22902.890625,2026-04-10,614.8400268554688,2026-04-10
2026-04-17,154,2026-04-17,31.510000228881836,2026-04-17,38.810001373291016,2026-04-17,18.459999084472656,2026-04-17,57.34000015258789,2026-04-17,8425.1298828125,2026-04-17,7126.06005859375,2026-04-17,24468.48046875,2026-04-17,626.5800170898438,2026-04-17
2026-04-24,168.8000030517578,2026-04-24,30.639999389648438,2026-04-24,37.189998626708984,2026-04-24,17.68000030517578,2026-04-24,53.150001525878906,2026-04-24,8157.81982421875,2026-04-24,7165.080078125,2026-04-24,24836.599609375,2026-04-24,610.6500244140625,2026-04-24
2026-05-01,169,2026-04-30,33.90999984741211,2026-05-01,39.06999969482422,2026-05-01,18.1299991607666,2026-05-01,54.7599983215332,2026-05-01,8114.83984375,2026-04-30,7230.1201171875,2026-05-01,25114.439453125,2026-05-01,611.280029296875,2026-04-30
2026-05-08,160.8000030517578,2026-05-08,30.6299991607666,2026-05-08,41.83000183105469,2026-05-08,17.75,2026-05-08,51.290000915527344,2026-05-08,8112.56982421875,2026-05-08,7398.93017578125,2026-05-08,26247.080078125,2026-05-08,612.1400146484375,2026-05-08
2026-05-15,165,2026-05-15,27.25,2026-05-15,40.06999969482422,2026-05-15,14.970000267028809,2026-05-15,47.400001525878906,2026-05-15,7952.5498046875,2026-05-15,7408.5,2026-05-15,26225.140625,2026-05-15,606.9199829101562,2026-05-15
2026-05-22,171.39999389648438,2026-05-22,28.899999618530273,2026-05-22,36.13999938964844,2026-05-22,16.06999969482422,2026-05-22,50.310001373291016,2026-05-22,8115.75,2026-05-22,7473.47021484375,2026-05-22,26343.970703125,2026-05-22,625.1199951171875,2026-05-22
