date,close,volume,open,high,low
07/14/2026,$29.11,"901,028",$28.47,$29.7199,$28.365
07/13/2026,$30.09,"1,293,845",$29.59,$30.5799,$29.41
07/10/2026,$29.13,"713,976",$29.71,$30.04,$28.54
07/09/2026,$29.04,"836,860",$27.99,$29.12,$27.395
07/08/2026,$28.55,"1,027,501",$28.74,$28.74,$28.09
07/07/2026,$29.02,"776,098",$29.78,$30.15,$29.00
07/06/2026,$29.10,"743,762",$29.13,$29.8799,$28.64
07/02/2026,$29.88,"1,055,620",$29.39,$30.07,$29.175
07/01/2026,$29.45,"1,225,090",$28.99,$29.67,$28.845
