date,open,high,low,close,adj_close,volume
2024-07-08,72.2300033569336,72.2300033569336,71.0999984741211,71.33999633789062,71.33999633789062,450400
2024-07-09,71.27999877929688,71.62000274658203,70.54000091552734,70.76000213623047,70.76000213623047,385900
2024-07-10,70.94999694824219,70.94999694824219,69.4000015258789,70.26000213623047,70.26000213623047,387900
2024-07-11,71.81999969482422,73.91000366210938,71.24299621582031,73.05000305175781,73.05000305175781,574900
2024-07-12,73.8499984741211,75.33300018310547,73.25,74.33000183105469,74.33000183105469,438100
2024-07-15,74.5,74.83499908447266,73.2300033569336,74.69000244140625,74.69000244140625,679000
2024-07-16,75.25,76.1500015258789,74.5,75.19000244140625,75.19000244140625,627000
2024-07-17,74.7699966430664,75.13999938964844,73.9000015258789,74.4000015258789,74.4000015258789,500700
2024-07-18,73.93000030517578,75.30999755859375,72.23999786376953,72.69999694824219,72.69999694824219,600600
2024-07-19,72.75,72.80999755859375,71.29000091552734,72.08999633789062,72.08999633789062,395800
2024-07-22,72.79000091552734,72.91999816894531,71.25,72.44999694824219,72.44999694824219,347100
2024-07-23,72.58000183105469,73.37000274658203,72.0999984741211,72.83999633789062,72.83999633789062,475600
2024-07-24,72.72000122070312,73.86000061035156,71.86000061035156,72.25,72.25,294300
2024-07-25,72.83000183105469,75.70500183105469,72.66000366210938,74.58000183105469,74.58000183105469,556700
2024-07-26,75.70999908447266,75.70999908447266,73.87999725341797,74.5199966430664,74.5199966430664,279700
2024-07-29,74.69000244140625,74.91000366210938,72.66999816894531,73.19000244140625,73.19000244140625,364600
2024-07-30,73.26000213623047,74.04499816894531,73.01000213623047,73.72000122070312,73.72000122070312,535100
2024-07-31,73.77999877929688,74.87999725341797,73.29000091552734,73.7699966430664,73.7699966430664,619600
2024-08-01,73.36000061035156,74.37000274658203,71.91999816894531,72.55000305175781,72.55000305175781,783400
2024-08-02,69.56999969482422,74.44000244140625,65.47000122070312,72.19000244140625,72.19000244140625,1174000
2024-08-05,68.11000061035156,71.91999816894531,67.31999969482422,71.77999877929688,71.77999877929688,729600
2024-08-06,71.62999725341797,72.76000213623047,70,71.36000061035156,71.36000061035156,449600
2024-08-07,72.19999694824219,73.61000061035156,71.77999877929688,72.38999938964844,72.38999938964844,414100
2024-08-08,73.33999633789062,75.66000366210938,72.80999755859375,75.30999755859375,75.30999755859375,325800
2024-08-09,75.12999725341797,75.5999984741211,74.55999755859375,74.62000274658203,74.62000274658203,290500
2024-08-12,75,75.13999938964844,72.8499984741211,73.01000213623047,73.01000213623047,217200
2024-08-13,73.37999725341797,76.55999755859375,72.93000030517578,76.33000183105469,76.33000183105469,380600
2024-08-14,77,79.0199966430664,76.98500061035156,77.54000091552734,77.54000091552734,420500
2024-08-15,78.5,80.06500244140625,78.1449966430664,79.43000030517578,79.43000030517578,446200
2024-08-16,79.02999877929688,79.79000091552734,78.06999969482422,78.19999694824219,78.19999694824219,264600
2024-08-19,78.5199966430664,79.36000061035156,77.62999725341797,79.33999633789062,79.33999633789062,238800
2024-08-20,79.2699966430664,79.41000366210938,78.18399810791016,78.58000183105469,78.58000183105469,215100
2024-08-21,79.05000305175781,79.68000030517578,77.9729995727539,78.8499984741211,78.8499984741211,327100
2024-08-22,78.91999816894531,79.30000305175781,77.43000030517578,77.44999694824219,77.44999694824219,279300
2024-08-23,77.93000030517578,79.94999694824219,77.86000061035156,79.63999938964844,79.63999938964844,396200
